Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
O projeto premiado foi a criação da atendente virtual BIA , o case do Lollapalooza em que o Banco firmou parceria com o festival para se conectar a clientes mais jovens , e ainda recebeu o terceiro lugar da categoria Workforce Experience pelo case de gerenciamento de prestadores de serviços externos em parceria com a startup Fieldcontrol .;Workforce Experience;PER;;Lollapalooza;LOC
O banco terá um escritório em Nova York para data analytics e está desenvolvendo parcerias com o Instituto de Tecnologia de Massachusetts para submeter projetos aos seus alunos .;Nova York;LOC;;Instituto de Tecnologia de Massachusetts;LOC
Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs .;MPE Week;ORG;;Banco do Brasil;ORG
Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs .;MPE Week;ORG;destinada a;MPEs;ORG
Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs .;MPE Week;ORG;abre;agência de Campo Mourão;LOC
Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs .;Banco do Brasil;ORG;;MPEs;ORG
Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs .;Banco do Brasil;ORG;;agência de Campo Mourão;LOC
Seguindo um movimento nacional do Banco do Brasil , a agência de Campo Mourão abre no dia 29 deste mês e prossegue até o dia 4 de novembro , a campanha MPE Week , destinada a MPEs .;MPEs;ORG;;agência de Campo Mourão;LOC
O objetivo é fomentar tanto a parceria com as MPEs e também as vendas em um país com tantas dificuldades econômicas , explicou o gerente geral da agência do Banco do Brasil de Campo Mourão , Paulo de Tarso Fernandes dos Santos .;Banco do Brasil;ORG;gerente geral da ;Paulo de Tarso Fernandes dos Santos;PER
O objetivo é fomentar tanto a parceria com as MPEs e também as vendas em um país com tantas dificuldades econômicas , explicou o gerente geral da agência do Banco do Brasil de Campo Mourão , Paulo de Tarso Fernandes dos Santos .;Banco do Brasil;ORG;;MPEs;ORG
O objetivo é fomentar tanto a parceria com as MPEs e também as vendas em um país com tantas dificuldades econômicas , explicou o gerente geral da agência do Banco do Brasil de Campo Mourão , Paulo de Tarso Fernandes dos Santos .;Paulo de Tarso Fernandes dos Santos;PER;;MPEs;ORG
A Mastercard integra o serviço de crédito aos cartões de ônibus em Santo André , na Grande São Paulo , e na rede metropolitana da Grande Curitiba , por exemplo .;Grande Curitiba;LOC;;Grande São Paulo;LOC
A Mastercard integra o serviço de crédito aos cartões de ônibus em Santo André , na Grande São Paulo , e na rede metropolitana da Grande Curitiba , por exemplo .;Grande Curitiba;LOC;;Santo André;LOC
A Mastercard integra o serviço de crédito aos cartões de ônibus em Santo André , na Grande São Paulo , e na rede metropolitana da Grande Curitiba , por exemplo .;Grande Curitiba;LOC;;Mastercard;ORG
A Mastercard integra o serviço de crédito aos cartões de ônibus em Santo André , na Grande São Paulo , e na rede metropolitana da Grande Curitiba , por exemplo .;Grande São Paulo;LOC;na;Santo André;LOC
A Mastercard integra o serviço de crédito aos cartões de ônibus em Santo André , na Grande São Paulo , e na rede metropolitana da Grande Curitiba , por exemplo .;Grande São Paulo;LOC;;Mastercard;ORG
A Mastercard integra o serviço de crédito aos cartões de ônibus em Santo André , na Grande São Paulo , e na rede metropolitana da Grande Curitiba , por exemplo .;Santo André;LOC;;Mastercard;ORG
Os primeiros serviços disponibilizados foram consultas de alto volume nas agências , como resultados de loterias , informações de Câmbio e referentes ao Programa de Integração Social .;Câmbio;LOC;;PIS;MISC
Os primeiros serviços disponibilizados foram consultas de alto volume nas agências , como resultados de loterias , informações de Câmbio e referentes ao Programa de Integração Social .;Câmbio;LOC;;Programa de Integração Social;MISC
Os primeiros serviços disponibilizados foram consultas de alto volume nas agências , como resultados de loterias , informações de Câmbio e referentes ao Programa de Integração Social .;Google;ORG;;Programa de Integração Social;MISC
parceria com a fintech brasileira Uzzo e com a Mastercard , que permitirá a conversão de bestkoins em divisas tradicionais , como reais ou dólares , no pagamento de compras e serviços por meio de um cartão pré-pago próprio , eliminando custo de taxas e conversões de moedas .;Uzzo;PER;parceria com a;Mastercard;PER
A Quod , uma nova empresa gestora de bases de dados para o cadastro positivo , e a Cignifi , uma fintech americana , anunciaram hoje uma parceria .;Cignifi;LOC;anunciaram hoje uma parceria;Quod;LOC
O produto em si é o mesmo que o Santander lançou neste ano , também com a startup norte-americana , que permite o envio de dinheiro , no caso nacional , para o Reino Unido .;Santander;ORG;;Reino Unido;LOC
Já no Brasil , o Bradesco juntou-se à B3 , bolsa de valores brasileira , e ao consórcio R3 para desenvolver uma plataforma em blockchain inédita no mercado financeiro e de capitais , que tem como objetivo simplificar o registro de CDBs , além de ampliar a eficiência dos processos existentes e proporcionar inovações tecnológicas .;R3;MISC;;B3;ORG
Já no Brasil , o Bradesco juntou-se à B3 , bolsa de valores brasileira , e ao consórcio R3 para desenvolver uma plataforma em blockchain inédita no mercado financeiro e de capitais , que tem como objetivo simplificar o registro de CDBs , além de ampliar a eficiência dos processos existentes e proporcionar inovações tecnológicas .;R3;MISC;juntou-se à;Bradesco;ORG
Já no Brasil , o Bradesco juntou-se à B3 , bolsa de valores brasileira , e ao consórcio R3 para desenvolver uma plataforma em blockchain inédita no mercado financeiro e de capitais , que tem como objetivo simplificar o registro de CDBs , além de ampliar a eficiência dos processos existentes e proporcionar inovações tecnológicas .;B3;ORG;juntou-se à;Bradesco;ORG
A plataforma , que já foi concebida pelo Bradesco dentro do seu hub de inovação , o InovaBra , será também aberta para a participação de outras instituições financeiras e fintechs .;Bradesco;ORG;;InovaBra;MISC
A B3 ainda fará os últimos ajustes para apresentar o projeto ao Banco Central .;B3;ORG;;Banco Central;LOC
A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade .;MRV Sustentabilidade , Inovação e Mobilidade;MISC;;Renault;ORG
A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade .;MRV Sustentabilidade , Inovação e Mobilidade;MISC;;Salão do Automóvel de São Paulo;LOC
A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade .;Renault;ORG;em parceria com a;MRV Engenharia;MISC
A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade .;Renault;ORG;;Salão do Automóvel de São Paulo;LOC
A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade .;MRV Engenharia;MISC;anunciou no;Salão do Automóvel de São Paulo;LOC
A MRV Engenharia , em parceria com a Renault , anunciou no Salão do Automóvel de São Paulo um projeto , em fase de estudo , para o desenvolvimento do compartilhamento de carro elétrico em seus empreendimentos , o MRV Sustentabilidade , Inovação e Mobilidade .;MRV Engenharia;MISC;;MRV Sustentabilidade , Inovação e Mobilidade;MISC
Os clientes podem ganhar até 50% de desconto em lojas parceiras , como , por exemplo , Netshoes , Zattini , Beer.com.br , Vinho Fácil , entre outras .;Netshoes;PER;;Zattini;PER
Os clientes podem ganhar até 50% de desconto em lojas parceiras , como , por exemplo , Netshoes , Zattini , Beer.com.br , Vinho Fácil , entre outras .;Netshoes;PER;;Vinho Fácil;MISC
Os clientes podem ganhar até 50% de desconto em lojas parceiras , como , por exemplo , Netshoes , Zattini , Beer.com.br , Vinho Fácil , entre outras .;Zattini;PER;;Vinho Fácil;MISC
Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho .;Dia de Cooperar;MISC;;ARPA;ORG
Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho .;Dia de Cooperar;MISC;;Heliene Salvador;PER
Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho .;Dia de Cooperar;MISC;realizado pelo;Sicoob;ORG
Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho .;ARPA;ORG;associada da;Heliene Salvador;PER
Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho .;ARPA;ORG;;Sicoob;ORG
Segundo a associada da ARPA , Heliene Salvador , o Dia de Cooperar realizado pelo Sicoob em parceria com a associação de reciclagem e demais entidades , vai proporcionar o aumento de recolhimento de resíduos para que possamos transformar em capital e dar continuidade ao trabalho .;Heliene Salvador;PER;;Sicoob;ORG
o Bradesco anunciou nesta sexta-feira (9) que fechou uma parceria para fazer transferências de moedas do Brasil para o Japão por meio da plataforma Ripple .;Bradesco;ORG;fechou uma parceria;Ripple;ORG
Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank .;Braziliex;ORG;que fechou a conta da exchange;Bradesco;ORG
Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank .;Braziliex;ORG;;Ripple;ORG
Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank .;Braziliex;ORG;numa parceria com;MUFG Bank;ORG
Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank .;Bradesco;ORG;utilizará a tecnologia da;Ripple;ORG
Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank .;Bradesco;ORG;;MUFG Bank;ORG
Apesar de ser um dos bancos que tem se mostrado menos amigável às plataformas de criptomoedas no Brasil , o Bradesco que fechou a conta da exchange Braziliex utilizará a tecnologia da Ripple para realizar transferências internacionais para o Japão , numa parceria com o MUFG Bank .;Ripple;ORG;;MUFG Bank;ORG
O produto em si é o mesmo que o Santander lançou neste ano , também com a startup norte-americana , que permite o envio de dinheiro , no caso nacional , para o Reino Unido .;Santander;ORG;;Reino Unido;LOC
Além desta implementação , no Japão , o MUFG Bank está , junto com um consórcio de outros 61 bancos no país , desenvolvendo uma criptomoeda própria , uma stablecoin com paridade com o iene , para circular dentro de uma rede de compensação de pagamentos dos bancos japoneses , também conhecida como Zengin .;Zengin;PER;;MUFG Bank;ORG
O consórcio , que iniciou os testes , para esta plataforma com a Ripple e depois estudou também o Ethereum , decidiu caminhar para um token próprio na esperança de aumentar a funcionalidade da plataforma e evitar a volatilidade que um ativo pode ter .;Ethereum;ORG;;Ripple;ORG
O Samsung Creative Startups , programa de aceleração de empreendimentos de base tecnológica da empresa em parceria com a Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores e o Centro Coreano de Economia Criativa e Inovação , acaba de divulgar as 31 startups pré-selecionadas para a 4ª Rodada do programa .;Centro Coreano de Economia Criativa e Inovação;MISC;;Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores;MISC
O Samsung Creative Startups , programa de aceleração de empreendimentos de base tecnológica da empresa em parceria com a Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores e o Centro Coreano de Economia Criativa e Inovação , acaba de divulgar as 31 startups pré-selecionadas para a 4ª Rodada do programa .;O Samsung Creative Startups;MISC;;Centro Coreano de Economia Criativa e Inovação;MISC
O Samsung Creative Startups , programa de aceleração de empreendimentos de base tecnológica da empresa em parceria com a Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores e o Centro Coreano de Economia Criativa e Inovação , acaba de divulgar as 31 startups pré-selecionadas para a 4ª Rodada do programa .;O Samsung Creative Startups;MISC;;Assciação Nacional de Entidades Promotoras de Empreendimentos Inovadores;MISC
O anúncio aconteceu durante a Conferência Anual de Startups e Empreendedorismo , o evento mais importante para startups da América Latina;Conferência Anual de Startups e Empreendedorismo;MISC;;América Latina;ORG
A Thinkseg , primeira insurtech totalmente digital do Brasil e recentemente nomeada uma das mais inovadoras do mundo pela Fintech Global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .;Fintech Global;MISC;;Brasil;LOC
A Thinkseg , primeira insurtech totalmente digital do Brasil e recentemente nomeada uma das mais inovadoras do mundo pela Fintech Global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .;Fintech Global;MISC;nomeada;A Thinkseg;MISC
A Thinkseg , primeira insurtech totalmente digital do Brasil e recentemente nomeada uma das mais inovadoras do mundo pela Fintech Global , acaba de fechar parceria exclusiva com seguradora internacional , uma das 10 maiores do mercado mundial com base em sua receita e lucros .;Brasil;LOC;primeira insurtech totalmente digital do;A Thinkseg;MISC
A Saque e Pague e a Cambionet fecham parceria que permite sacar valores em dólar ou euro diretamente em caixas eletrônicos .;Cambionet;MISC;fecham parceria;Saque e Pague;LOC
O projeto , ainda em fase de piloto no Rio Grande do Sul , permite fazer a compra do câmbio nas plataformas da Cambionet e sacar em um dos terminais eletrônicos habilitados da rede .;Cambionet;MISC;;Rio Grande do Sul;LOC
Estamos conectando consumidores digitais a um marketplace de previdência preparado para atendê-lo na oferta e no pós-venda , afirma o presidente da Icatu Seguros , Luciano Snel .;Luciano Snel;PER;presidente da;Icatu Seguros;MISC
A parceria reforça nosso posicionamento como a maior empresa B2B white label da America Latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais , afirma Alexandre Brito , CEO da Hub Fintech , sem economizar anglicismos .;Hub Fintech;MISC;CEO da;Alexandre Brito;PER
Além de alavancar as nossas oportunidades em Portugal , a Edenred é líder em outros mercados importantes .;Edenred;LOC;;Portugal;LOC
De acordo com a co-fundadora da Bcredi , Maria Teresa Fornea , outro fator que impulsiona a procura de franqueados por recursos nas fintechs são as parcerias que essas iniciativas têm feito entre si para oferecer o pacote completo de serviços com custos bem menores do que os produtos na prateleira dos bancos .;Bcredi;LOC;co-fundadora da;Maria Teresa Fornea;PER
O Citi Treasury and Trade Solutions celebrou uma parceria estratégica com a Feedzai , no campo da gestão de risco em tempo real .;Citi Treasury and Trade Solutions;LOC;celebrou uma parceria estratégica com a;Feedzai;ORG
O Citi espera implementar uma nova solução sustentada na tecnologia da Feedzai em 2019 .;Feedzai;ORG;;Citi;LOC
Sem agências e com operação de baixo custo (mas não isenta de tarifas) , o C6 fechou ainda parcerias com laboratórios de pesquisa do Instituto de Tecnologia de Massachusetts para buscar soluções inovadoras para problemas financeiros , um deles é a construção do modelo de crédito com base em dados alternativos , na tentativa de cobrar juros mais baixos .;C6;ORG;;Instituto de Tecnologia de Massachusetts;ORG
A Fiserv fechou um acordo para a compra da totalidade das ações da First Data , criando um gigante fintech de pagamentos .;Fiserv;LOC;fechou um acordo para a compra da;First Data;MISC
O Banco do Estado do Rio Grande do Sul está em vias de cancelar convênio com a seguradora Prudential para pagamento em conta corrente das apólices de seguro de vida .;Banco do Estado do Rio Grande do Sul;ORG;está em vias de cancelar convênio com;Prudential;LOC
Pelo serviço de débito em conta corrente , o Banrisul recebia de R$ 7, 0 a R$ 1, 0 por transação da Prudential .;Banrisul;LOC;recebia de;Prudential;LOC
O Sem Parar firmou uma parceria com a Lady Driver e a marca Shell do Brasil , que permite que passageiras e motoristas troquem experiências sobre as comodidades do serviço de pagamento automático para abastecimento .;Shell do Brasil;ORG;;Lady Driver;PER
O Sem Parar firmou uma parceria com a Lady Driver e a marca Shell do Brasil , que permite que passageiras e motoristas troquem experiências sobre as comodidades do serviço de pagamento automático para abastecimento .;Shell do Brasil;ORG;firmou uma parceria com ;Sem Parar;MISC
O Sem Parar firmou uma parceria com a Lady Driver e a marca Shell do Brasil , que permite que passageiras e motoristas troquem experiências sobre as comodidades do serviço de pagamento automático para abastecimento .;Lady Driver;PER;firmou uma parceria com ;Sem Parar;MISC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Rebel;LOC;;Santana Financeira;LOC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Rebel;LOC;;Banco Original;ORG
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Rebel;LOC;;Simplic;LOC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Rebel;LOC;;Creditas;ORG
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Rebel;LOC;;Trigg;MISC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Santana Financeira;LOC;;Banco Original;ORG
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Santana Financeira;LOC;;Simplic;LOC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Santana Financeira;LOC;;Creditas;ORG
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Santana Financeira;LOC;;Trigg;MISC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Banco Original;ORG;;Simplic;LOC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Banco Original;ORG;;Creditas;ORG
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Banco Original;ORG;;Trigg;MISC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Simplic;LOC;;Creditas;ORG
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Simplic;LOC;;Trigg;MISC
A plataforma que estreou com apenas cinco parceiros , hoje conta com o apoio de 27 instituições como Banco Original , Trigg , Creditas , Rebel , Simplic , Santana Financeira , entre outras .;Creditas;ORG;;Trigg;MISC
Aproveitando o verão e a consolidação do Uruguai como destino turístico de quase 200 mil brasileiros no primeiro semestre de 2018 , o Itaú Unibanco ampliou as parcerias para clientes brasileiros no país .;Itaú Unibanco;PER;;Uruguai;LOC
O Mercado Livre fará dos serviços financeiros seu carro-chefe de crescimento no Brasil a partir de 2019 , à medida que multiplica a oferta de produtos próprios , como crédito , transferências de recursos e contas salário , disse o vice-presidente de operações da empresa , Stelleo Tolda.;Mercado Livre;MISC;vice-presidente de operações da ;Stelleo Tolda;PER
Avançando na estratégia de inovação e no propósito de captar novas oportunidades no momento em que são concebidas , a Elo bandeira 100% brasileira que tem Banco do Brasil , Bradesco e CAIXA como acionistas anuncia parceria com a Plug and Play , plataforma de inovação global para startups , corporações e investidores , com o objetivo de apoiar iniciativas disruptivas no mercado de pagamentos .;Elo;MISC;anuncia parceria com a;Plug and Play;ORG
Ao contrário da primeira leva de empresas que adotou o modelo focando sobretudo o uso de voz como a Conecta da Porto Seguro , absorvida pela TIM a tendência agora é de crescimento das operadoras virtuais em outras frentes , como a transmissão de dados entre máquinas , o chamado M2M , segundo a consultoria Teleco .;Conecta da Porto Seguro;LOC;;Teleco;MISC
Ao contrário da primeira leva de empresas que adotou o modelo focando sobretudo o uso de voz como a Conecta da Porto Seguro , absorvida pela TIM a tendência agora é de crescimento das operadoras virtuais em outras frentes , como a transmissão de dados entre máquinas , o chamado M2M , segundo a consultoria Teleco .;Conecta da Porto Seguro;LOC;absorvida pela ;TIM;ORG
Ao contrário da primeira leva de empresas que adotou o modelo focando sobretudo o uso de voz como a Conecta da Porto Seguro , absorvida pela TIM a tendência agora é de crescimento das operadoras virtuais em outras frentes , como a transmissão de dados entre máquinas , o chamado M2M , segundo a consultoria Teleco .;Teleco;MISC;;TIM;ORG
Na Via Varejo , há planos para lançamento de uma carteira digital até o fim deste ano , projeto que resulta da parceria com a fintech AirFox .;Via Varejo;LOC;parceria com a;AirFox;ORG
De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .;Olivia;ORG;;Exame;MISC
De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .;Olivia;ORG;adquiriu uma participação minoritária da;XP;MISC
De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceria oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .;Exame;MISC;;XP;MISC
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Credit Suisse;PER;;Banco Central do Egito;LOC
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Credit Suisse;PER;;Banco Central de Cuba;LOC
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Credit Suisse;PER;;Bank of China;ORG
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Credit Suisse;PER;;HSBC;ORG
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Banco Central do Egito;LOC;;Banco Central de Cuba;LOC
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Banco Central do Egito;LOC;;Bank of China;ORG
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Banco Central do Egito;LOC;;HSBC;ORG
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Banco Central de Cuba;LOC;;Bank of China;ORG
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Banco Central de Cuba;LOC;;HSBC;ORG
Segundo os desenvolvedores do token , ele foi construído justamente para atender o setor de turismo e , de acordo com o site oficial , possui parcerias com o Bank of China , Credit Suisse , HSBC , Banco Central de Cuba e Banco Central do Egito .;Bank of China;ORG;;HSBC;ORG
O cartão pré-pago para adiantamento salarial oferecido por uma parceria entre a Sodexo e a WEX , funciona para o empresário por possibilitar que o dinheiro seja adiantado para o funcionário , mas a fatura seja paga somente no dia real do vencimento da folha , através do desconto em folha .;WEX;MISC;;Sodexo;MISC
Pouca gente sabe , mas os três maiores bancos privados do País - Bradesco , Itaú e Santander - e o Banco do Brasil oferecem 150 cursos on-line gratuitos , abertos ao público em geral .;Santander;PER;;Banco do Brasil;ORG
Pouca gente sabe , mas os três maiores bancos privados do País - Bradesco , Itaú e Santander - e o Banco do Brasil oferecem 150 cursos on-line gratuitos , abertos ao público em geral .;Santander;PER;;Itaú;LOC
Pouca gente sabe , mas os três maiores bancos privados do País - Bradesco , Itaú e Santander - e o Banco do Brasil oferecem 150 cursos on-line gratuitos , abertos ao público em geral .;Santander;PER;;País - Bradesco;LOC
Pouca gente sabe , mas os três maiores bancos privados do País - Bradesco , Itaú e Santander - e o Banco do Brasil oferecem 150 cursos on-line gratuitos , abertos ao público em geral .;Banco do Brasil;ORG;;Itaú;LOC
Pouca gente sabe , mas os três maiores bancos privados do País - Bradesco , Itaú e Santander - e o Banco do Brasil oferecem 150 cursos on-line gratuitos , abertos ao público em geral .;Banco do Brasil;ORG;;País - Bradesco;LOC
Pouca gente sabe , mas os três maiores bancos privados do País - Bradesco , Itaú e Santander - e o Banco do Brasil oferecem 150 cursos on-line gratuitos , abertos ao público em geral .;Itaú;LOC;;País - Bradesco;LOC
No último dia 30 de dezembro foram encerradas as atividades da Zuum , empresa de pagamentos móveis criada por uma joint-venture entre Telefônica e Mastercard .;Zuum;PER;empresa de pagamentos móveis criada por ;Telefônica;ORG
No último dia 30 de dezembro foram encerradas as atividades da Zuum , empresa de pagamentos móveis criada por uma joint-venture entre Telefônica e Mastercard .;Zuum;PER;empresa de pagamentos móveis criada por ;Mastercard;LOC
No último dia 30 de dezembro foram encerradas as atividades da Zuum , empresa de pagamentos móveis criada por uma joint-venture entre Telefônica e Mastercard .;Telefônica;ORG;;Mastercard;LOC
